address,symbol,price_usd,liquidity_usd,volume_usd_24h,collected_at
0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,WBNB,636.7234100400526,4349565856.963306,4696351700.501366,2026-04-21T11:08:59.227539
0x55d398326f99059ff775485246999027b3197955,USDT,1.0002365145308179,617022424.2616464,1287567865.959898,2026-04-21T11:09:00.429325
0x7c1608c004f20c3520f70b924e2bfef092da0043,CZF,3.4020961459016346,78286936784489.0,470865441.6206814,2026-04-21T11:09:01.713361
0xf859bf77cbe8699013d6dbc7c2b926aaf307f830,BRY,0.0108124940752123,167058566786614.28,470865441.46783143,2026-04-21T11:09:02.692957
0x4fa7c69a7b69f8bc48233024d546bc299d6b03bf,quq,0.0020571385678710297,1253239.6705684108,448501168.6223857,2026-04-21T11:09:03.744270
0x95a437e44b8e3db7eed827aefc296b81f2ee21ae,OPG,0.07872716042964839,1166690.4621785379,291504446.63283885,2026-04-21T11:09:04.797127
0xb865b05842cc27abed01858a5da33daf7c76d87b,OPG,0.08333929095770576,41593249315894.69,93953876.25291567,2026-04-21T11:09:05.765380
0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,USDC,0.9998845964991661,55201008.87507613,71238617.66568226,2026-04-21T11:09:06.695115
0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c,BTCB,76713.97349600695,39124126.48296355,61706003.25388705,2026-04-21T11:09:07.677014
0x89a2cbb534eada229c1ea7ba9de488c047673ca3,PUNK,0.08485745853631319,46988.96908989806,40454807.330051884,2026-04-21T11:09:08.748081
0x2170ed0880ac9a755fd29b2688956bd959f933f8,ETH,2330.7959388749105,26734229.418895222,34493258.99973727,2026-04-21T11:09:09.855281
0xe6df05ce8c8301223373cf5b969afcb1498c5528,KOGE,38.32439444970655,5285623.833714628,28751966.757781424,2026-04-21T11:09:11.027839
0x7c8217517ed4711fe2deccdfeffe8d906b9ae11f,BLESS,0.006408086564374527,324755.9316428618,19353436.12456521,2026-04-21T11:09:12.043106
0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,USD1,0.9999560922125655,10628240.31699234,12946386.12538053,2026-04-21T11:09:13.044943
0x92aa03137385f18539301349dcfc9ebc923ffb10,SKYAI,0.16063330298177145,4208594.465722048,13543369.350796375,2026-04-21T11:09:14.184708
0xd9c78b6d7a57f1a33b7debc0eff4a1acb660ef85,Google,0.0021787759799758643,54880.92234894249,10496431.116972705,2026-04-21T11:09:15.457605
0xaed5cb15a762ef6a458ed9eed85ce87527668295,MARS,3.2678651793835273e-07,166.10877715805282,9999590.775793938,2026-04-21T11:09:16.547682
0x9123400446a56176eb1b6be9ee5cf703e409f492,TRADOOR,8.384108231387458,1366240.7409539747,10270659.748843905,2026-04-21T11:09:17.838588
0x97693439ea2f0ecdeb9135881e49f354656a911c,RAVE,1.6081515061681653,642813.5363485514,8436957.587618005,2026-04-21T11:09:19.038113
0x2aa89a0113bcbbcdc5812c6df794e2d9650fc1af,STRIKE,0.035874817974844334,163904.04324265537,8357956.291958343,2026-04-21T11:09:20.314861
0x1d28d989f9e3ccb8b15d0cec601734514f958e4d,BASED,0.12957903751344094,151435.26334987054,8641641.767964501,2026-04-21T11:09:21.683595
0x5d3a12c42e5372b2cc3264ab3cdcf660a1555238,ARIA,0.07880957073894454,451002.899991192,7868357.185078135,2026-04-21T11:09:22.678159
0x924fa68a0fc644485b8df8abfa0a41c2e7744444,币安人生,0.49822180396705823,3980840.54121178,6947340.802832083,2026-04-21T11:09:23.767237
0xe0a281deff5c9d8d67af09d39340e134ac81b82e,wkeyDAO2,2.2897682409274793,19750757.74550204,7035189.149089734,2026-04-21T11:09:24.841848
0xcae117ca6bc8a341d2e7207f30e180f0e5618b9d,ARK,13.829254910997555,38678572.86590209,6766860.086452775,2026-04-21T11:09:26.175476
0x0e4f6209ed984b21edea43ace6e09559ed051d48,ON,0.1438670094207838,497637.5681235948,5795146.314551631,2026-04-21T11:09:27.264298
0xac23b90a79504865d52b49b327328411a23d4db2,FF,0.07549196872841357,992580.0306043657,5728164.112703429,2026-04-21T11:09:28.448776
0x0f0df6cb17ee5e883eddfef9153fc6036bdb4e37,BAS,0.011121390788090513,653457.1451940333,4792818.304678483,2026-04-21T11:09:29.590680
0x2d060ef4d6bf7f9e5edde373ab735513c0e4f944,AITECH,0.011694427322983378,290579.70365428535,4163409.167831916,2026-04-21T11:09:30.812777
0x8d65744527f55d0b2338350912d5c99a81ddf0e2,Pro,60.83109803601809,17971148.799486715,3976015.1761707757,2026-04-21T11:09:31.814681
